patent_number,country,title,assignee,grant_year,times_cited,status,url
8269555,US,How to Make Radio Amplifiers More Efficient,NXP BV,2012,4,active,https://patentbrief.org/patent/us/8269555/efficient-linear-linc-power-amplifier
11786761,US,How a Robotic Surgical Tool Clamps Tissue Manually and Automatically,Cilag GmbH International,2023,0,active,https://patentbrief.org/patent/us/11786761/ultrasonic-robotic-tool-actuation
20210181737,US,How Autonomous Trucks Predict and Handle Tire Blowouts,Waymo,,28,active,https://patentbrief.org/patent/us/20210181737/prevention-detection-and-handling-of-the-tire-blowouts-on-autonomous-trucks
11902010,US,How LEO Satellites Switch Beams for Speed and Avoid Interference,Telesat Technology,2024,0,active,https://patentbrief.org/patent/us/11902010/dual-leo-satellite-system-and-method-for-global-coverage
12590172,US,How to Find Antibodies That Only Detect Bound Drug Targets,Morphosys,2026,0,active,https://patentbrief.org/patent/us/12590172/complex-specific-antibodies-and-antibody-fragments-and-its-use
8053198,US,Method for Diagnosing Ovarian Cancer Using Biomarkers,Meso Scale Technologies,2011,0,active,https://patentbrief.org/patent/us/8053198/diagnostic-methods
20230412513,US,How 5G Networks Coordinate AI Models Across Different Devices,Telefonaktiebolaget LM Ericsson AB,,17,active,https://patentbrief.org/patent/us/20230412513/providing-distributed-ai-models-in-communication-networks-and-related-nodesdevic
20110234542,US,Using Different Light Colors to Detect Touches on Screens,Individual,,17,active,https://patentbrief.org/patent/us/20110234542/methods-and-systems-utilizing-multiple-wavelengths-for-position-detection
11739322,US,CRISPR Gene Editing That Turns Itself Off,Institute of Genetics and Developmental Biology of CAS,2023,0,active,https://patentbrief.org/patent/us/11739322/method-for-genome-editing-using-a-self-inactivating-crispr-nuclease
10444502,US,How Two People's Body Movements Are Tracked in Augmented Reality,Sixense Enterprises,2019,0,active,https://patentbrief.org/patent/us/10444502/method-and-apparatus-for-multiple-user-self-relative-tracking-for-augmented-real
11006212,US,How a Speaker Bounces Sound Off the Ceiling for Wider Audio,Dolby Laboratories Licensing,2021,0,active,https://patentbrief.org/patent/us/11006212/upward-firing-loudspeaker-having-asymmetric-dispersion-for-reflected-sound-rende
9055681,US,Attaching Flexible Circuits with Light Sensors to a Chip,International Business Machines,2015,0,active,https://patentbrief.org/patent/us/9055681/method-for-attaching-a-flexible-structure-to-a-device-and-a-device-having-a-flex
10814473,US,Exoskeleton Shoulder Joint That Adapts to Your Arm's Movement,Arizona State University Downtown Phoenix campus,2020,0,active,https://patentbrief.org/patent/us/10814473/mechanism-for-alleviating-the-effects-of-joint-misalignment-between-users-and-we
10479827,US,An Antibody That Detects Specific Sugar-Protein Combinations for Diagnostics,Sysmex,2019,0,active,https://patentbrief.org/patent/us/10479827/monoclonal-antibody-reacting-with-glycopeptide-and-use-thereof
7824959,US,How to Stack Computer Chips on a Wafer for Smaller Devices,Samsung Electronics Co,2010,3,active,https://patentbrief.org/patent/us/7824959/wafer-level-stack-structure-for-system-in-package-and-method-thereof
20240406210,US,How AI Explains Cyberattacks for Security Training,Darktrace Holdings,,13,active,https://patentbrief.org/patent/us/20240406210/cyber-security-training-tool-that-uses-a-large-language-model
20230419182,US,How AI and Blockchain Team Up to Predict What You'll Buy,Hangzhou Tonghuashun Data Processing Co,,12,active,https://patentbrief.org/patent/us/20230419182/methods-and-systems-for-imrpoving-a-product-conversion-rate-based-on-federated-l
20110132770,US,Making Chemicals from Carbon Dioxide and Steam Using Electricity,Areva SA,,22,active,https://patentbrief.org/patent/us/20110132770/process-for-producing-compounds-of-the-cxhyoz-type-by-reduction-of-carbon-dioxid
20170088845,US,CRISPR Tools for Engineering Fungal Genomes,BP Corp North America,,8,active,https://patentbrief.org/patent/us/20170088845/vectors-and-methods-for-fungal-genome-engineering-by-crispr-cas9
20190046446,US,How Special Nanoparticles Deliver Cancer Drugs Directly to Tumors,Eriochem Usa,,8,active,https://patentbrief.org/patent/us/20190046446/apo-e-modified-lipid-nanoparticles-for-drug-delivery-to-targeted-tissues-and-the
10800031,US,How a Robotic Exoskeleton Helps Your Shoulder Move,Arizona State University Downtown Phoenix campus,2020,0,active,https://patentbrief.org/patent/us/10800031/spherical-parallel-manipulator-architecture-for-shoulder-robotic-exoskeleton
10468695,US,How Fuel Cells Get Even Gas Flow with Special Layers,SolidPower SA,2019,1,active,https://patentbrief.org/patent/us/10468695/gas-distribution-element-for-a-fuel-cell
20240109245,US,How to Precisely Control Solid-State 3D Printing for Stronger Materials,Meld Manufacturing,,9,active,https://patentbrief.org/patent/us/20240109245/process-control-systems-and-methods-using-a-solid-state-additive-manufacturing-s
20220096616,US,Using Two Specific RNAs to Teach the Body to Fight Lung Cancer,Curevac AG,,7,active,https://patentbrief.org/patent/us/20220096616/composition-for-treating-lung-cancer-particularly-of-non-small-lung-cancers-nscl
11095127,US,How to Smartly Manage Power in Small Grids with Renewable Energy,Southeast University,2021,0,active,https://patentbrief.org/patent/us/11095127/method-for-real-time-scheduling-of-multi-energy-complementary-micro-grids-based-
9855653,US,Robots That Don't Get Stuck: A Master-Slave Control System,Muscle,2018,1,active,https://patentbrief.org/patent/us/9855653/master-slave-system
20110120221,US,How a Tiny Sensor Uses an Extra Weight to Detect Motion,Seiko Epson,,40,active,https://patentbrief.org/patent/us/20110120221/mems-sensor-method-of-manufacturing-thereof-and-electronic-apparatus
20210174903,US,How to Predict Protein Shapes Better Using Lab Tests and Computers,Protein Evolution,,21,active,https://patentbrief.org/patent/us/20210174903/enhanced-protein-structure-prediction-using-protein-homolog-discovery-and-constr
20160291760,US,Adjusting Touchscreen Sensitivity Based on Device Tilt Angle,Wacom Co,,5,active,https://patentbrief.org/patent/us/20160291760/contact-discrimination-using-a-tilt-angle-of-a-touch-sensitive-surface
11193946,US,Detecting Alzheimer's Risk Early with a Blood Test and Brain Scan,Seoul National University R&DB Foundation,2021,0,active,https://patentbrief.org/patent/us/11193946/blood-biomarker-for-discerning-beta-amyloid-accumulation-in-brain
20230263439,US,How a Sensor Checks Itself for Accuracy Using Other Body Data,Dexcom,,7,active,https://patentbrief.org/patent/us/20230263439/systems-and-methods-for-multi-analyte-sensing
9985438,US,"Optimizing Power for Remote Grids with Diesel, Wind, Solar, and Batteries",Electric Power Research Institute of State Grid Zhejiang Electric Power Co,2018,0,active,https://patentbrief.org/patent/us/9985438/optimization-method-for-independent-micro-grid-system
10391181,US,A Stable Recipe for a Cancer-Fighting Antibody Drug,Seattle Genetics,2019,1,active,https://patentbrief.org/patent/us/10391181/cyclodextrin-and-antibody-drug-conjugate-formulations
20200281484,US,Smart Clothing That Compares Pulse Signals from Both Sides of Your Body,Well Being Digital,,9,active,https://patentbrief.org/patent/us/20200281484/an-apparatus-for-monitoring-the-pulse-of-a-person-and-a-method-thereof
20220383078,US,Adapting AI Models to Fit Device Resources,Huawei Technologies Co,,6,active,https://patentbrief.org/patent/us/20220383078/data-processing-method-and-related-device
20210301031,US,Targeted Cancer Drugs Using Antibodies and Polymer Scaffolds,Mersana Therapeutics,,3,active,https://patentbrief.org/patent/us/20210301031/napi2b-targeted-antibody-drug-conjugates-and-methods-of-use-thereof
9370488,US,Making Insulin Last Longer with Tiny Coated Drug Particles,Tehram,2016,0,active,https://patentbrief.org/patent/us/9370488/method-and-system-for-synthesizing-nanocarrier-based-long-acting-drug-delivery-s
20180321681,US,How a Drone Flies Ahead of a Moving Ground or Water Vehicle,Pinnacle Vista,,12,active,https://patentbrief.org/patent/us/20180321681/leading-drone-method
20240144032,US,How to Combine Information from Multiple Knowledge Graphs,Alipay Hangzhou Information Technology Co,,4,active,https://patentbrief.org/patent/us/20240144032/knowledge-graph-data-fusion
10914745,US,Using Blood Markers to Diagnose Stroke and Tell Its Type,Randox Laboratories,2021,0,active,https://patentbrief.org/patent/us/10914745/biomarker-based-methods-for-aiding-the-diagnosis-of-stroke
9168838,US,How an EV Charging Station Manages Power from Batteries and the Grid,NEC,2015,1,active,https://patentbrief.org/patent/us/9168838/charging-control-system-and-charging-control-method
20120091953,US,How Electric Cars Adjust Charging Speed to Available Power,Tesla Motor,,11,active,https://patentbrief.org/patent/us/20120091953/ac-current-control-of-mobile-battery-chargers
20240082373,US,How Special Molecules Boost Cancer-Fighting CAR-T Cells,Massachusetts Institute of Technology,,2,active,https://patentbrief.org/patent/us/20240082373/compositions-for-chimeric-antigen-receptor-t-cell-therapy-and-uses-thereof
20190307892,US,Targeting Drugs to Specific Body Tissues Using ApoE3-Coated Nanoparticles,Eriochem Usa,,2,active,https://patentbrief.org/patent/us/20190307892/targeted-drug-delivery-and-therapeutic-methods-using-apo-e-modified-lipid-nanopa
20210123152,US,How to Make Big Electrodes for Splitting Water,National Chung Shan Institute of Science and Technology NCSIST,,21,active,https://patentbrief.org/patent/us/20210123152/method-for-preparing-large-area-catalyst-electrode
20250371349,US,How AI Learns to Run Faster on Specific Computer Chips,Intel,,2,active,https://patentbrief.org/patent/us/20250371349/methods-and-apparatus-for-hardware-aware-machine-learning-model-training
20240186800,US,How a System Tracks and Transfers Rechargeable Batteries Between Users,Mirai Labo Co,,2,active,https://patentbrief.org/patent/us/20240186800/battery-management-system-battery-management-method-and-program
20250190949,US,Matching People to Opportunities Using Personality and Body Data,Futurecite,,1,active,https://patentbrief.org/patent/us/20250190949/facilitating-personal-development-of-an-individual
20230168149,US,How to See Where Gear Teeth Touch Using Glowing Oil,Gleason Works,,1,active,https://patentbrief.org/patent/us/20230168149/recognition-of-tooth-contact-with-a-luminescent-agent
20210117042,US,How Devices Detect Touch Using Heat Signatures,Apple,,1,active,https://patentbrief.org/patent/us/20210117042/method-and-device-for-detecting-a-touch-between-a-first-object-and-a-second-obje
20240338414,US,How AI Understands Answers Across Multiple Documents,Microsoft Technology Licensing,,1,active,https://patentbrief.org/patent/us/20240338414/inter-document-attention-mechanism
20250027216,US,Dome-Shaped Plates for Efficient Hydrogen Production in Electrolyzers,Individual,,1,active,https://patentbrief.org/patent/us/20250027216/electrolyzer
20220189458,US,How Wearable Devices Use Location and Biometrics to Know Who You Are,Amazon Technologies,,1,active,https://patentbrief.org/patent/us/20220189458/speech-based-user-recognition
20210280268,US,How Computers Predict Protein Shapes Faster Using Smart Templates,Dnastar,,1,active,https://patentbrief.org/patent/us/20210280268/protein-structure-prediction-system
20230195095,US,Industrial Equipment Data Organized into Smart Knowledge Graphs,Honeywell International,,1,active,https://patentbrief.org/patent/us/20230195095/industrial-knowledge-graph-and-contextualization
20240165159,US,Targeting Cancer with CAR T Cells Using a Chemical Tag,Purdue Research Foundation,,1,active,https://patentbrief.org/patent/us/20240165159/compositions-and-methods-for-car-t-cell-therapy
20230364252,US,Making Antibody Drug Conjugate Medicines Consistent Across Batches,Immunogen,,0,active,https://patentbrief.org/patent/us/20230364252/methods-for-formulating-antibody-drug-conjugate-compositions
20230297446,US,How to Train AI Models with Fake Data Using Generative Networks,Capital One Services,,0,active,https://patentbrief.org/patent/us/20230297446/data-model-generation-using-generative-adversarial-networks
20250171803,US,Targeting Cancer with CAR T Cells Using Small Molecule 'Flags',Purdue Research Foundation,,0,active,https://patentbrief.org/patent/us/20250171803/methods-and-compositions-for-car-t-cell-therapy
20230383290,US,How to Precisely Edit Genes Using Retron-Guide RNA Cassettes,Leland Stanford Junior University,,0,active,https://patentbrief.org/patent/us/20230383290/high-throughput-precision-genome-editing
20240296359,US,How Quantum Computers Learn to Sort Data,Google,,0,active,https://patentbrief.org/patent/us/20240296359/classification-using-quantum-neural-networks
20250170731,US,How Robots Figure Out What They're Carrying While Moving,Boston Dynamics,,0,active,https://patentbrief.org/patent/us/20250170731/dynamic-mass-estimation-methods-for-an-integrated-mobile-manipulator-robot
20220283184,US,Diagnosing Brain Diseases by Measuring a Protein in Blood or Urine,Individual,,2,active,https://patentbrief.org/patent/us/20220283184/novel-diagnostic-marker-for-creutzfeldt-jakob-disease-and-alzheimers-disease
20250172879,US,How to Clean Metal Off Wafers After EUV Chipmaking,Taiwan Semiconductor Manufacturing Co TSMC,,0,active,https://patentbrief.org/patent/us/20250172879/metal-compound-removing-solvent-and-method-in-lithography
